tweet_id	labels	author	data
1960315413	worry	detectivemonko	the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships
1960315759	neutral	mimConaN	@marianawerneck o que houve?
1960316102	worry	DevHawk	@JSMSoftware IronPython + Windows Mobile is a no-go. Compact Framework doesn't support Reflection.Emit.
1960316509	sadness	angelicanicolle	didnt do my devos...  hopefully my day doesnt suck because of it.
1960316744	neutral	imafanatic	@JonathanRKnight   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!
1960316758	sadness	actressL2	Havnt gotten any in months  my ex seems into dating but there isn't that spark anymore  still in love with loser who left me
1960317017	worry	C_Joy	#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside
1960317285	happiness	doitJEFFSTYLE	@flippy10 deh, i wish the deal was up when i bought my macbook in december  but.. at least i got 100 bucks off! :]
1960317292	neutral	setv	Gen. Casey: US Ready To Fight War Against North Korea http://tinyurl.com/nehqpb  uh,oh, the war pigs are getting excited again
1960318129	love	MandieBalliache	watchin' a moovie...and im sited about going 2 ma friend Sara's tomorrow at 9:00 a.m. She was injured   I luv ya'll. i will keep u updated
1960318611	sadness	Kariodude	@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?
1960318666	worry	miamendez	@LayDown28 man I don't know... they been there a few months and he actually almost cries when he is speakin back to her. Sad
1960319406	happiness	AnggieJ	Back home  Had a great time!
1960319421	hate	poisonraccoon	THE SUN IS SHINING&lt; THE SKY IS FACKING BLUE&lt; TELETUBBIES? I HAVE TO FUCKING WORK.
1960319430	neutral	lilacpixie	@iskrin I haven't got ANY cupcakes yet  I was hoping if I said it enough, some would appear!
1960319808	neutral	KelseyHency	@lukeholland  I am mid-detox, I won't eat any
1960320160	neutral	vpierc1	back to br
1960320482	sadness	bekahfischer	has work to go to.
1960320903	neutral	bigfatloser	@anaruba I need carseats
1960321065	happiness	MaggieC32	Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!
1960321175	neutral	baileywatkins	More homework.
1960321323	sadness	catfish743	Getting into the swing of things. I miss someone
1960321986	hate	Jakkers	@Jimmers31 U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR
1960322294	sadness	stephanierachel	Ughh none of my apps are working !  phone why do you hate me !
1960322421	worry	Jennymac22	@foxy1982 Yeah, plus I always totally overspend
1960322600	love	monaah	contemplating borrowing one of my moms dogs just for today..i want to take care of someone.
1960322665	worry	muhranduh	it doesn't feel like a friday
1960322853	sadness	young_drakes	Work...
1960322909	worry	veggisaurous	On my way to work wish I had more days off
1960323106	happiness	badazzbabydoll	Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining
1960323135	worry	hannah106	Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls
1960323256	sadness	Rstaristick	@Kay26 *sigh* me miss them days !!
1960323456	worry	unusualway	@StartSwimming: I'll be in Heerlen on Sunday but you won't be there, right?
1960323938	sadness	michaelsluming	New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait
1960323954	happiness	catherinexlove	i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.
1960324291	neutral	SoraiLaFey	Strike one.    (Three and I'm out.)
1960325403	worry	adanrico	Back to Tokyo tomorrow. Expecting some rain and no sunshine
1960325505	worry	stephrose	@kngibbard03 NOOOO!!!!! I'm so sorry
1960325556	sadness	ShelleyAllison	@JonathanRKnight actually, I wish I was back in Tahoe.  I miss it there.
1960325570	sadness	kristynhuckeba	mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card
1960325702	sadness	B_Ri	@marvelvscapcom doesnt work already
1960326134	sadness	guilbeaux	@epiphanygirl i am so upset i didn't get tickets... 3 of my all time FAV artists at one venue
1960326138	worry	siokyin	@ RyanSeacrest : hi there might be a problem as it says no stream online, wat's not right?
1960326481	neutral	MiStErNoCk	thinkin twitter is really quite borin
1960326887	hate	toyaMTL	super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better
1960327138	hate	ShawnKing	@jojeda I'm a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?
1960327139	neutral	mandasue8706	It looks like it might rain
1960327146	neutral	techiekat	@stephenfry  i didn't get it. although, as it's a religious thing i think i'll let that one slip by...
1960327402	worry	jujubaah	I miss them..
1960327485	boredom	cassbabyy	in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes
1960327601	sadness	becca4656	is upset, I left my phone at home again
1960327604	neutral	shellenay	WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!
1960327891	fun	olaitanayanwale	@Janiro dammm..i thought i was on to something  lollllll
1960327936	worry	slytherinbunney	@PotterEntourage I'm glad you threw the tantrum!  I was going to, but I don't know her well enough yet   Was she apologetic, darn her!?
1960328274	hate	natureboyrowe	rt : @LiLi214 ughhhh got fuckin pulled over for talkin on my cell in a school zone  FUCK HIGHLAND PARK POLICE rude mofo
1960328354	worry	McGrathComm	@IZEAinc So sad...found otu about your boot camp too late.   Oh well, may be in LA that day anyway.
1960328397	neutral	misweeetie	Pissed I  fell asleep before I pushed 'record' and missed @chrispalko!!
1960328802	sadness	brightlights72	@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !
1960329331	worry	InsightsGal	@Policani The Northern Clemency.  But I don't recommend it.  Too much description and not enough action. Too slow
1960329437	love	renataparpz	@LifewithMikey82 this is the end of the semester so i am really busy... have got no time for twitting  what a pity cause i love it
1960329657	relief	katrinekjeldsen	Off for a loooong weekend of inlawing...  ... ...
1960329792	worry	tessalouise7	@jaynenorthover oh and yes (Y) metros, but I dont think I will be drinking, I think I mite have work the nextday
1960329964	worry	jimmiekaska	&quot;No offense, but your hair is bad today.&quot; Life isn't worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*
1960330048	worry	vanishes	@exton won't anyone give poor ernie reyes jr a break?
1960330134	surprise	pensivepisces	@dhewlett Well thatÃ¯Â¿Â½s disappointing to hear.
1960330385	sadness	izaartillero	Checking out Ciege Cagalawan's S/S Collection and I am regretting that I did not see his collection tonight  I got invites!
1960330501	worry	niyasabila	needs my mommy  http://plurk.com/p/x116r
1960330631	hate	RRSellers	Im sure the 5 ppl who came in after me will be seen by a dentist before I will
1960331062	neutral	ladylogan	@ArmyWife98 I second this !!
1960331256	sadness	charleymarley	I didn't get the job at Stuff Magazine  Dammit, that would have been amazing!! Oh well.
1960331302	fun	galleysmith	@simonschuster Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I'm even more distraught I missed it
1960335067	neutral	Louise_ann	is wondering what actually to do, when I have a week to do fuk all bar pack, most peeps r leavin too
1960335223	surprise	SherriMcKnight	@dsfq Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.
1960335720	worry	nandiaramos	@gina_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?
1960336689	worry	becca4656	is upset, I left my phone at home again
1960336931	empty	Ben_Grauwiler	Is Bored at Home
1960337108	worry	darkbluGirL	Dimples was in the preview... are they not on today?  It hasn't aired here yet... via http://twib.es/CPF
1960337145	hate	tsand	@dmolsen Gain an instant follower, just use the #tits tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.
1960337157	sadness	itslaratime	@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it
1960337427	worry	CLOTHESMINDED1	PIRATE VOICE:AAARRRGGGHHH!!! I 4GOT MY DAMN WALLET AT WORK SHERMK!!! DAMMIT!!! SO CLOSE YET SO FAR!!! NOW IM STARVING!!!
1960338146	sadness	kaitxedge	going out on thursdays is a terrible idea. i knew there was a reason i haven't done it all quarter. *pops advil*
1960338186	worry	prCarrS	@aka55 Hope you mom is okay
1960338574	worry	shortxstack	@SeanHughes it is  tequila never ends up being a good decision.
1960338579	surprise	fashionelf	@simoncollister I moved in with the other half, so no balcony anymore  Have got a great mini-herb garden on window sill though! you?
1960338589	neutral	Haarlz	@fluBALLOW can i have itL
1960338605	sadness	mhico18	is exhausted.
1960338716	neutral	CoachChic	Morning, all!  And, since I only have a few more days to move, I won't be able to stay long...
1960338825	worry	NeoCydude	@xXScarletBXx I think that may look a little silly -.- Also my camera is broken so no photo
1960338852	love	chuckphie	@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.
1960339755	anger	EuanGriffin	Confuzzled
1960339940	surprise	noh8tr	@alexalgebra Unfortunately, that's how it usually goes.  In answer to yesterday...I'm okay. Things may be looking up. Miss talking to you.
1960339975	worry	Booliver	@hillaryohara because I couldn't get the money to mikey in time.  trust me. It makes me sad too.
1960340051	surprise	heatherirving	really cant be bothered going to work tonigh, its too nice to be stuck inside
1960340146	fun	Jonster	@idlemichael I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting
1960340201	neutral	heidimarie1985	at work  closing files
1960340901	neutral	thelovelyleo	@moniqhar heeeeey! You abandoned me here on Twitter momma dots?
1960341067	worry	project_bleu	doesntfeelwell
1960341329	worry	trying2lead	Sitting at my kids school listening to moms discuss their daughters becoming women. I feel unsafe.
1960341449	surprise	annief1	@sallyinnorfolk I have to spend lots of  our money on a new boiler...great!!! Not so lucky hey
1960341680	worry	EunicePL	Sweat is just not cute.  Unfortunately I haven't figured out how to work out without sweating. BOO.
1960342217	worry	ThogoriwithaT	Im starting to rethink my &quot;I cant stand cold places&quot; stance..this heat, humidity is unbearable &amp; i cant stand the ac no more  #meltingaway
1960342255	neutral	Be_Brittany	i am up - dont want to be though  wish i had slept in more heather woke me up. i've got to work later but first i will read some twilight!
1960342701	worry	Lionheart197	Back to work!
1960343250	sadness	mandalot	@RetroRewind i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!
1960343673	worry	jamievbred	@zwaloo I've tried that already...
1960345226	sadness	gelaibabydoll	@althearicardo: 3 hrs to go pa ako
1960345678	neutral	earth_mommy	Something is totally eating up my broc, cab and beans   Insecticidal soap just isn't getting rid of the pests but I don't want chemicals
1960345955	hate	natalies09	Stuck in an office, red hot
1960345960	sadness	Harmonyivory	Field day is sad. No ribbons for me.
1960346269	worry	created4mykids	being upset
1960346308	worry	andyarnolduk	@PortlandUK  Hope you don't get let down again.
1960346631	happiness	Mkenn076	@EsmeACullen AWWWWWWW you totally rock...I felt all  and now I'm the happiest girl eva!
1960347100	neutral	janielovesyou	My baby is going to her first sleepover tonight   I'm gonna need a lot of wine to get me through today
1960347673	worry	DBH819	@lindseygbaker yeah ill be on verizon... so those are my two options right now...
1960348903	worry	Stevieb0y	Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either
1960348907	sadness	janex10	@jasondjkim i knowwww.. i cant deal. this 9-5 life is not for me
1960348971	sadness	Moki921	@kjNYC it's depressing
1960349056	worry	MaxKind	Gonna go get my teeth taken out.
1960349738	neutral	Haarlz	@fluBALLOW mean
1960349806	relief	emma_norman	waiting for 5pm to go for a drink with ones out of work because Belinda leaving today  at least the sun is shining for her!
1960349891	worry	ryanzundell	@wolverine66 didn't get them
1960351117	worry	sophzilla	I am tres depressed
1960352040	surprise	Neesha0429	@asheleybg That's actually not too far from the truth
1960352475	sadness	colombo1971	Have $#@&amp;!!! Malware on my work PC!  I miss having an IT dept
1960352628	surprise	thejessicas	@MiaOMal i'm not partying tonight
1960352903	worry	izaartillero	.. so I can only recover 10 photos
1960353097	worry	Traceysays	I can't find @HRHBrianthecat  hope he didn't get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*
1960353321	surprise	icedgems03	@bex_1210 holy crap, I need to see that! Too bad I gotta wait until tomorrow
1960353326	neutral	WolfieFett	work work work. my desk is a sea of papers and I am the dinghy being tossed about in its waves.
1960353441	neutral	pocahontas007	@E_L_S How was the game? Unfortunately, teh Cavs lost  I'm sure you had fun though
1960353550	sadness	JennyLoNo	At work... What a miserable day
1960353551	sadness	chadolson11	I feel like such a failure this morning
1960354169	worry	teegin	Yay for having a giant headache  stupid glasses.
1960354251	worry	liilaantunes	waking now, so lazy and very worry ...
1960354276	worry	cojan_duffy	What's with the mass exodus from work at half three?  It makes me sad
1960354292	worry	davidiangray	Enjoyed last night at what I call &quot;real world social networking&quot; -  LOK event in Vancouver.  It was great!.  But headeache today
1960354374	worry	mcraddictal	@Boy_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana
1960354566	worry	mverstrepen	@rogiertje just checked my account I also paid twice
1960376784	neutral	aarondimaano	will sleep in a while. still mourning the adobo he cooked.  http://plurk.com/p/x12gf
1960376885	hate	ediekaemmerlen	Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!
1960376921	worry	forgetmaine	i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see
1960377015	sadness	darkbluGirL	Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP
1960377127	worry	CaliSker	My Street Fighter IV skills are lacking, can't beat Seth on easy.
1960377130	worry	snuffygirl	is at home with a pukey boy! Poor little baby
1960377541	happiness	ohemgeitsnikkie	I did that once
1960377687	happiness	tiffanyb	On the list of park closures - Calaveras Big Trees SP, where I'm headed this weekend. So glad to be visiting before it's too late.
1960377967	worry	adamshilton	@Jakeshears poor pooch...
1960378046	sadness	andi_lynn	I think i need some new friends
1960378089	worry	mommybeach	Poor DS is in bed with 100.8 fever - he won't be able to walk in Relay for Life tonight - feel so bad for him, he's so sad
1960379163	sadness	jknapp221	Finishiing up the Training Exercise in New mexico..  Not looking forward to the 19 hour bus ride home this weekend.
1960379461	worry	vgiacoppo	@jerseybites I get bit by ticks all the time  I eat a ton of garlic in the summer to keep them and mosquitoes away! boo &gt;:O
1960379668	worry	AngharadEvans	I've burnt my collerbone and arms and face! aww!
1960379746	love	queenofbabble82	@anijade she was wonderful, did not get to meet her though
1960379789	worry	Cilla04	@JonathanRKnight Poor Jon, I feel for you dude   Eat some chocolate, that'll make you feel better, oh &amp; some ice cream - YUM!!!
1960380005	neutral	envylisa	wants to be sunbathin!!
1960380177	hate	jamiehigh	http://twitpic.com/66mw1 - My poor car
1960380630	sadness	bsturdi	@1capplegate still sad about Samantha Who?
1960381038	neutral	littlesunflower	@MrsHoskins ooh I've got that DVD, never got around to watching it   Is it any good?
1960381185	happiness	suzannapavelle	Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June.
1960381485	neutral	thebexperson	@cherrycoke1969 Yeah, but there's nothing really to say about it. Breakfast pizza?
1960381645	sadness	nessacakes	a bird flew into window at my parents house and snapped his poor neck. gotta bury him
1960381715	neutral	shaynearroyo	today is a busy day. exhausting!
1960382512	surprise	Holsworth	gutted - the handbag I wanted has been sold!
1960382852	relief	nancy1053	We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !
1960382925	neutral	louispattison	@AB_recordings Alas no - this is all occuring in an office in central London...
1960383371	surprise	meechie1920	@jj1814 WOMAN, I didn't know you came home  you so suck!!! When are you going back!
1960383540	worry	christide	@danielrhodes I worked on the precursor to bing at msft. They canned our project
1960383764	neutral	jdshanko	Tati, I sent you an emal doll, did you get it?    @littletati
1960383852	sadness	Ran61	looking out window is depressing it is so beautiful out and I am in here
1960384131	neutral	ohemgeitsnikkie	@AndrewGreer  I did that once
1960384392	worry	falloutdanny	worst, most depressing day, ever.  r.i.p
1960385091	neutral	PPEMONYMONE	@Firstladydaboss wats wrong boo
1960385114	worry	masalaskeptic	@antiheroine That sucks
1960385140	sadness	Riverchick538	@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?
1960385365	worry	dustnc	@crazydaisyfire Well thats even worse cuz when it gets hurt everyone is in pain, but poor Stephen has a smushed twitter now!
1960385436	enthusiasm	cowboymathu	Need to buy a bluetooth device for machine
1960385554	worry	gianinaalexis	trying to learn how to speak french !  can't even remember a single word!
1960385744	enthusiasm	mangosparks	The JBs love to keep secrets!  'Oooooh!'
1960386215	happiness	Pandajkv	Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work
1960386291	neutral	TayTayLynn	Ugh going to town. I can never rest!  wants to go to tylers but who knows when i will get back. (exausted)
1960386429	happiness	Ant_D	I've got a bit of neckache after going hard (not going home) at Alternative night. I mean I have to, it's nearly all over
1960386618	neutral	FrancisViner	It's a windy and rainy day
1960386912	neutral	erinwallis	the puppy shall loose his um... manly parts today  poor guy....
1960387155	neutral	lovemypoodles	@poppyscorner He steals my stuff, buries them under fence. Embarassing when it's the man returning them! Not much I can do about frogs.
1960387346	happiness	urbanpeach	greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why
1960387470	love	Selestial	@jennyrae Wow, I really hope it gets better. Asthma sucks
1960387680	fun	GallifreyReject	@vickybonnett lmao! a good push up bra always makes the abs look smaller. in order to have Robbikin-esque abs.. 6 days a week working out
1960387687	worry	suesuelolo	TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.
1960387788	surprise	JimmyRyan	Woke up to the sound of my neighbor getting a new roof
1960387890	neutral	cyberspice	@ElizabethN I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go
1960387975	love	jjennuh	I'm going to blow ticketmaster up. I had 8th row tickets for @taylorswift13 and ticketmaster messed up. Just like my life.  im sad
1960388281	hate	candeeezy	@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.
1960388314	worry	writingaddict	@afrolicious Chile, I gotta study   But I do hope to catch an art show or sumshin...i need to get out.
1960388833	worry	officialdeez	@SoundBwoyFast Gloomy as ever. I wanted to hit the beach too.  might as well get like you and handle my errands too lol
1960389377	worry	hannahmaee	FML, i cant loose another friend
1960389605	sadness	ilovemytroops	Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.
1960389973	hate	lilacpixie	@iskrin rubbish!
1960390307	neutral	kaylers007	@addisontodd um hi. Good morning. Rough night?
1960390408	sadness	himynameisfariz	might have to go back much earlier than expected. bye bye bay area
1960390487	sadness	Illene24	Covering for @grnturtle its slow today &amp; lonely
1960390744	sadness	michaelmeloni	@macmuso not in Hobart sorry
1960390988	sadness	kymmij	@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled
1960391116	worry	KMSchrier	@autotunethenews i think there's something wrong with the video, it only loads the first 40-ish seconds
1960391282	love	haleytibbetts	@LaurenConrad    the hills is gunna be so different!! gl with your designing etc.
1960391378	empty	KayteeElizabeth	has had to reboot her laptop to factory settings, losing EVERYTHING in the process.
1960391389	worry	jhindley	@illmindPRODUCER careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on
1960391573	worry	LiLi214	@AshMarie214 they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right
1960391817	worry	bncampbell	Happy Friday! I just realized I left my cell phone at home today though
1960392032	happiness	aLiCeWoNDeR3	@tiffaniallen: i'm happy you got your hair did!! and i cant wait til i get back to see it! we're leaving today
1960392100	neutral	liddesigns	I really fancy Baked Eggs, but I have no Spinach
1960392207	happiness	melissa1424	@lilabiem hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG
1960392360	sadness	rrrrrrrrrrachel	None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.
1960392515	neutral	katiecassandra	WHAHHH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! NOO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1960392649	sadness	scottknaster	@kellykfog Totally unsurprised that Dave isn't coming back to 10@10. But Annalisa is wrong for it, opposite of big warm mellow Dave.
1960419284	fun	iamladylyric	@Craziscorpio ready for the weekend! I hope the sun comes out later today tho.  Where u from?
1960419350	neutral	gracewarren	@holliebarden me tooo
1960419728	empty	notoole	@alanmcnamee nope no idea, I've registered, so far no response
1960419822	worry	MandyPandy32	@AnotherJulia Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it
1960420090	worry	omgitsrobert	@ahhchieee haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.
1960421184	sadness	waseka_kabir	why doesnt he want me anymore
1960421281	surprise	antonio_lima	@MoosejawMadness You arent following me, so i cant send you a DM..
1960421383	sadness	DeannaSlater	If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad.
1960422487	anger	Lady_Lills	The toaster oven was my fault. Now I'm going to look like an idiot in front of my father.
1960422732	sadness	Binstruct	binstruct suffers from an update of the mib package... and the developer of that package is on holidays
1960423130	sadness	lozikins	@GarethCliff my heart hurts for them. Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it. shame
1960423953	neutral	zeroecho	@leodisBeanie it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?
1960424249	love	ShynJAmero	@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio
1960424278	neutral	seamusgrady	will not be home til 10 pm tonight
1960424332	worry	Ken_Lupton	@release30  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do
1960424648	worry	fatimahs	i'm really tired today!!
1960425218	worry	AngelaRae	@johannabee Oh, no.    I'll think good thoughts.
1960425570	worry	davidmash	not enjoying this cold, raininy Boston day.  I think my new metal back doesn't like getting wet. ;-)
1960425693	worry	floppyarms	Finding it hard to stay productive now the sun is coming through my side of the building
1960426224	empty	Drella_Bella	Hoping I hear something soon about Krystles surgery
1960426297	sadness	DudeXY	I think my computer is sick
1960426497	worry	Blender93	I tell him today! :S it's his last day
1960426853	love	p_relf	@Rob_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x
1960427531	worry	somakitty	@lofigirl who what?  call me
1960427979	worry	burin	working from home and ran out of coffee!
1960428138	sadness	BecReedman	@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
1960428274	neutral	steveofmaine	@poetprodigy7 It's not much better than instant.
1960428582	sadness	JenUpchurch	@DonnieWahlberg I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!
1960428637	worry	AkashaTheKitty	@PotterEntourage I hope your mom is ok?
1960429076	sadness	ronnie1977	@JonathanRKnight welcome back! I'm stuck in jury duty today.
1960429867	neutral	ligthfairy	DÃ¯Â¿Â½a sin sol... grrrrrrr.... Ã¯Â¿Â½why? Ã¯Â¿Â½WHYYY????????
1960430302	love	KSdaisy	@_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol
1960430451	worry	shirlyhardjono	such a failure, i just ate a char siew pao  just when i thought i can skip dinner and go along my non-existent diet
1960430788	sadness	yay4puddin	This weather is awful! I just want to curl up and read a book all day
1960430973	neutral	MelRoc7	@hookbill YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.
1960430985	sadness	MandyPandy32	@NacMacFeegle Sad to see...despite my being glib about it
1960431364	enthusiasm	thamanagement	@MelzieC I saw the show listing and saw it was on a Wednesday!!!!
1960431374	surprise	crystalshong	@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!
1960431729	fun	LiLi214	@DJASAP who is @lil214....lili homie...LILI.... and i am black  75% to be exact lol
1960432066	worry	scpancake	@natdcook NAT!!! I'm going to miss you so badly
1960432135	worry	JinxedO_o	@TomFelton Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad
1960432151	hate	gusColiadis	Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals
1960432832	neutral	lizziebphoto	@detroitduchess arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!
1960433031	worry	carolinehartley	Feeling very undervalued and neglected. Not even the sunshine is pulling me out this lul.
1960433085	neutral	lost_dog	@b_sorensen I am lost. Please help me find a good home.
1960433676	sadness	WNBAFann	@TheRealScarab and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL
1960433726	worry	reneechantelle	Hi there all! Can't stay to long have to go to work soon
1960433862	worry	Fwana	my Chrissy is sick w/ a spring cold   Tissues stuck up his nose last night looked so pathetic.  Feel better soon baby...
1960434203	neutral	DEWz_PingPong	No u guys! @jonathanrknight said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong
1960434330	hate	Abbster8D	Locked out of my fucking house!
1960434593	neutral	simplesimon2009	@mizbrightside lol hehehe ok!!! well hope u njoy your night tonight ok!! need to give Jim hand with shopiing
1960434611	worry	evenrege	is going to our cabin soon
1960434659	worry	debeeler	The iPod is gonna die and gymnastics isn't over  boo
1960434791	sadness	nycgadgetgirl	@Sadandbeautiful That sucks about your prints. Sorry
1960434953	love	foreveryoung_21	i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!
1960435083	neutral	siokyin	@ 102.7 KIIS-FM hey, I can't seems to get ryan's show online, what's not right then?
1960435187	sadness	bfrank87	has the day open until 4. don't know what to do. everyone is leaving today
1960436149	sadness	MDenden	Watching Scrubs season 2. Oh I'm gonna miss that show
1960436221	neutral	7tats	So I passed out last night in the middle of 4th quarter. I didn't witness my Magic lose
1960437054	worry	michelle_1394	@BrittyBoo_20 I hope he does it soon, and i know i hate fakes
1960445085	love	graycenelson	Just had my teeth checked, now my eyes. I'm dying for a coffee but can't drink for an hour.
1960445090	sadness	_ross_the_boss	Not a happy bunny
1960445111	empty	nickgravelyn	It's supposed to be even hotter today than yesterday.  Wearing shorts to work.
1960445142	sadness	spiderboi826	@kiddshow @deviantlysweet @causeimrossome still no shout out for Spider
1960445254	surprise	srbeatty	@hollyneufeld i found a few a couple of weeks ago.    i spazzed and then pulled them all out, so life is back to normal, lol.
1960445717	hate	zbrando	Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  damn Microsoft...
1960446063	worry	smurphy01	slaving away at work
1960446097	sadness	Caz297	Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!
1960446216	worry	QthePhotog	@TALENTEDGENIU5 and that prob wont happen....
1960446401	neutral	walls6	@janey79 she's in LA, wanting sun today... but apparently LA isn't cooperating
1960446720	worry	gummie2509	on my way to work! working sucks big time
1960447249	sadness	sophielo	@Doonytime I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!
1960447291	neutral	zoefairhurst	http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included
1960447564	neutral	luv4svu	@hollypop04 mmm  Where is it Holly?
1960447670	sadness	joshuabruce	Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...
1960448322	sadness	1248wjp	*sigh* my @ubank USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet
1960448597	sadness	theonenamedher	Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.
1960448602	worry	beccabreu	is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it
1960448738	worry	StaceyyyyyyMo	So i sprained my ankle yesterday and it hurts worse today
1960448767	worry	ashleypalmero	@nanpalmero - can't get the live chat
1960449301	sadness	MRJELLYBEaNZ	Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed
1960449455	neutral	JoannaLeeMorgan	Well that exam rocked...one more to go - the one we've all been dreading! Bit of revision tonight before work tomorrow
1960449559	worry	LizzieMacfrenzy	@LittleLee  oh well,,,you dunno where i liv eANYWAY!
1960449624	love	Jerforjonas	Got approximately 3 hours of sleep last night....I love my life
